"","X.miRNA","means"
"2384","hsa-miR-6865-3p",0
"2385","hsa-miR-6865-5p",0
"2386","hsa-miR-6866-3p",0
"2387","hsa-miR-6866-5p",2
"2388","hsa-miR-6867-3p",0
"2389","hsa-miR-6867-5p",0
"2390","hsa-miR-6868-3p",0
"2391","hsa-miR-6868-5p",0
"2392","hsa-miR-6869-3p",0
"2393","hsa-miR-6869-5p",0
"2394","hsa-miR-6870-3p",0
"2395","hsa-miR-6870-5p",0
"2396","hsa-miR-6871-3p",0
"2397","hsa-miR-6871-5p",0
"2398","hsa-miR-6872-3p",0
"2399","hsa-miR-6872-5p",0
"2400","hsa-miR-6873-3p",0
"2401","hsa-miR-6873-5p",0
"2402","hsa-miR-6874-3p",0
"2403","hsa-miR-6874-5p",0
"2404","hsa-miR-6875-3p",0
"2405","hsa-miR-6875-5p",1
"2406","hsa-miR-6876-3p",0
"2407","hsa-miR-6876-5p",0
"2408","hsa-miR-6877-3p",0
"2409","hsa-miR-6877-5p",0
"2410","hsa-miR-6878-3p",0
"2411","hsa-miR-6878-5p",0
"2412","hsa-miR-6879-3p",0
"2413","hsa-miR-6879-5p",0
"2414","hsa-miR-6880-3p",0
"2415","hsa-miR-6880-5p",0
"2416","hsa-miR-6881-3p",6
"2417","hsa-miR-6881-5p",0
"2418","hsa-miR-6882-3p",0
"2419","hsa-miR-6882-5p",0
"2420","hsa-miR-6883-3p",0
"2421","hsa-miR-6883-5p",0
"2422","hsa-miR-6884-3p",0
"2423","hsa-miR-6884-5p",0
"2424","hsa-miR-6885-3p",0
"2425","hsa-miR-6885-5p",0
"2426","hsa-miR-6886-3p",0
"2427","hsa-miR-6886-5p",1
"2428","hsa-miR-6887-3p",0
"2429","hsa-miR-6887-5p",0
"2430","hsa-miR-6888-3p",0
"2431","hsa-miR-6888-5p",0
"2432","hsa-miR-6889-3p",0
"2433","hsa-miR-6889-5p",0
"2434","hsa-miR-6890-3p",0
"2435","hsa-miR-6890-5p",0
"2436","hsa-miR-6891-3p",0
"2437","hsa-miR-6891-5p",0
"2438","hsa-miR-6892-3p",0
"2439","hsa-miR-6892-5p",1
"2440","hsa-miR-6893-3p",0
"2441","hsa-miR-6893-5p",0
"2442","hsa-miR-6894-3p",0
"2443","hsa-miR-6894-5p",0
"2444","hsa-miR-6895-3p",0
"2445","hsa-miR-6895-5p",0
"2446","hsa-miR-7-1-3p",12
"2447","hsa-miR-7-2-3p",0
"2448","hsa-miR-7-5p",7
"2449","hsa-miR-708-3p",153
"2450","hsa-miR-708-5p",146
"2451","hsa-miR-7106-3p",0
"2452","hsa-miR-7106-5p",0
"2453","hsa-miR-7107-3p",0
"2454","hsa-miR-7107-5p",0
"2455","hsa-miR-7108-3p",0
"2456","hsa-miR-7108-5p",0
"2457","hsa-miR-7109-3p",0
"2458","hsa-miR-7109-5p",0
"2459","hsa-miR-711",0
"2460","hsa-miR-7110-3p",0
"2461","hsa-miR-7110-5p",0
"2462","hsa-miR-7111-3p",0
"2463","hsa-miR-7111-5p",0
"2464","hsa-miR-7112-3p",0
"2465","hsa-miR-7112-5p",0
"2466","hsa-miR-7113-3p",0
"2467","hsa-miR-7113-5p",0
"2468","hsa-miR-7114-3p",0
"2469","hsa-miR-7114-5p",0
"2470","hsa-miR-7150",0
"2471","hsa-miR-7151-3p",0
"2472","hsa-miR-7151-5p",0
"2473","hsa-miR-7152-3p",0
"2474","hsa-miR-7152-5p",0
"2475","hsa-miR-7153-3p",0
"2476","hsa-miR-7153-5p",0
"2477","hsa-miR-7154-3p",0
"2478","hsa-miR-7154-5p",0
"2479","hsa-miR-7155-3p",0
"2480","hsa-miR-7155-5p",0
"2481","hsa-miR-7156-3p",0
"2482","hsa-miR-7156-5p",1
"2483","hsa-miR-7157-3p",0
"2484","hsa-miR-7157-5p",0
"2485","hsa-miR-7158-3p",0
"2486","hsa-miR-7158-5p",0
"2487","hsa-miR-7159-3p",0
"2488","hsa-miR-7159-5p",0
"2489","hsa-miR-7160-3p",0
"2490","hsa-miR-7160-5p",0
"2491","hsa-miR-7161-3p",0
"2492","hsa-miR-7161-5p",0
"2493","hsa-miR-7162-3p",0
"2494","hsa-miR-7162-5p",0
"2495","hsa-miR-718",0
"2496","hsa-miR-744-3p",12
"2497","hsa-miR-744-5p",423
"2498","hsa-miR-7515",0
"2499","hsa-miR-758-3p",9
"2500","hsa-miR-758-5p",1
"2501","hsa-miR-759",0
"2502","hsa-miR-760",0
"2503","hsa-miR-761",0
"2504","hsa-miR-762",0
"2505","hsa-miR-764",0
"2506","hsa-miR-765",0
"2507","hsa-miR-766-3p",1
"2508","hsa-miR-766-5p",0
"2509","hsa-miR-767-3p",0
"2510","hsa-miR-767-5p",0
"2511","hsa-miR-769-3p",1
"2512","hsa-miR-769-5p",416
"2513","hsa-miR-770-5p",0
"2514","hsa-miR-7702",0
"2515","hsa-miR-7703",0
"2516","hsa-miR-7704",0
"2517","hsa-miR-7705",2
"2518","hsa-miR-7706",35
"2519","hsa-miR-7843-3p",0
"2520","hsa-miR-7843-5p",0
"2521","hsa-miR-7844-5p",0
"2522","hsa-miR-7845-5p",0
"2523","hsa-miR-7846-3p",0
"2524","hsa-miR-7847-3p",0
"2525","hsa-miR-7848-3p",0
"2526","hsa-miR-7849-3p",0
"2527","hsa-miR-7850-5p",0
"2528","hsa-miR-7851-3p",0
"2529","hsa-miR-7852-3p",0
"2530","hsa-miR-7853-5p",0
"2531","hsa-miR-7854-3p",0
"2532","hsa-miR-7855-5p",0
"2533","hsa-miR-7856-5p",0
"2534","hsa-miR-7973",0
"2535","hsa-miR-7974",227
"2536","hsa-miR-7975",0
"2537","hsa-miR-7976",6
"2538","hsa-miR-7977",0
"2539","hsa-miR-7978",0
"2540","hsa-miR-802",0
"2541","hsa-miR-8052",0
"2542","hsa-miR-8053",0
"2543","hsa-miR-8054",0
"2544","hsa-miR-8055",0
"2545","hsa-miR-8056",0
"2546","hsa-miR-8057",0
"2547","hsa-miR-8058",0
"2548","hsa-miR-8059",0
"2549","hsa-miR-8060",0
"2550","hsa-miR-8061",0
"2551","hsa-miR-8062",0
"2552","hsa-miR-8063",0
"2553","hsa-miR-8064",0
"2554","hsa-miR-8065",0
"2555","hsa-miR-8066",0
"2556","hsa-miR-8067",0
"2557","hsa-miR-8068",0
"2558","hsa-miR-8069",0
"2559","hsa-miR-8070",0
"2560","hsa-miR-8071",0
"2561","hsa-miR-8072",0
"2562","hsa-miR-8073",0
"2563","hsa-miR-8074",0
"2564","hsa-miR-8075",0
"2565","hsa-miR-8076",0
"2566","hsa-miR-8077",0
"2567","hsa-miR-8078",0
"2568","hsa-miR-8079",0
"2569","hsa-miR-8080",0
"2570","hsa-miR-8081",0
"2571","hsa-miR-8082",0
"2572","hsa-miR-8083",0
"2573","hsa-miR-8084",0
"2574","hsa-miR-8085",0
"2575","hsa-miR-8086",0
"2576","hsa-miR-8087",0
"2577","hsa-miR-8088",0
"2578","hsa-miR-8089",0
"2579","hsa-miR-8485",0
"2580","hsa-miR-873-3p",44
"2581","hsa-miR-873-5p",23
"2582","hsa-miR-874-3p",37
"2583","hsa-miR-874-5p",8
"2584","hsa-miR-875-3p",0
"2585","hsa-miR-875-5p",0
"2586","hsa-miR-876-3p",0
"2587","hsa-miR-876-5p",0
"2588","hsa-miR-877-3p",1
"2589","hsa-miR-877-5p",87
"2590","hsa-miR-885-3p",0
"2591","hsa-miR-885-5p",0
"2592","hsa-miR-887-3p",37
"2593","hsa-miR-887-5p",5
"2594","hsa-miR-888-3p",0
"2595","hsa-miR-888-5p",0
"2596","hsa-miR-889-3p",8
"2597","hsa-miR-889-5p",0
"2598","hsa-miR-890",0
"2599","hsa-miR-891a-3p",0
"2600","hsa-miR-891a-5p",0
"2601","hsa-miR-891b",0
"2602","hsa-miR-892a",0
"2603","hsa-miR-892b",0
"2604","hsa-miR-892c-3p",0
"2605","hsa-miR-892c-5p",0
"2606","hsa-miR-9-3p",1
"2607","hsa-miR-9-5p",59
"2608","hsa-miR-920",0
"2609","hsa-miR-921",0
"2610","hsa-miR-922",0
"2611","hsa-miR-924",0
"2612","hsa-miR-92a-1-5p",108
"2613","hsa-miR-92a-2-5p",2
"2614","hsa-miR-92a-3p",32139.5
"2615","hsa-miR-92b-3p",3315
"2616","hsa-miR-92b-5p",7
"2617","hsa-miR-93-3p",79
"2618","hsa-miR-93-5p",964
"2619","hsa-miR-933",0
"2620","hsa-miR-934",7
"2621","hsa-miR-935",0
"2622","hsa-miR-936",0
"2623","hsa-miR-937-3p",7
"2624","hsa-miR-937-5p",0
"2625","hsa-miR-938",0
"2626","hsa-miR-939-3p",0
"2627","hsa-miR-939-5p",2
"2628","hsa-miR-940",1
"2629","hsa-miR-941",657
"2630","hsa-miR-942-3p",1
"2631","hsa-miR-942-5p",32
"2632","hsa-miR-943",0
"2633","hsa-miR-944",184
"2634","hsa-miR-95-3p",2
"2635","hsa-miR-95-5p",0
"2636","hsa-miR-9500",0
"2637","hsa-miR-96-3p",0
"2638","hsa-miR-96-5p",140
"2639","hsa-miR-9718",0
"2640","hsa-miR-98-3p",23
"2641","hsa-miR-98-5p",954
"2642","hsa-miR-9851-3p",0
"2643","hsa-miR-9851-5p",0
"2644","hsa-miR-9898",1
"2645","hsa-miR-9899",0
"2646","hsa-miR-9900",0
"2647","hsa-miR-9901",7
"2648","hsa-miR-9902",0
"2649","hsa-miR-9903",1
"2650","hsa-miR-9983-3p",0
"2651","hsa-miR-9985",12
"2652","hsa-miR-9986",3
"2653","hsa-miR-99a-3p",4
"2654","hsa-miR-99a-5p",96
"2655","hsa-miR-99b-3p",40
"2656","hsa-miR-99b-5p",6809
